user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_recall
What related documents should PGRs be familiar with?,"['and regulations ii) Assessment regulations. 3.4 They should also be referred to the following relating to their teaching duties on each course or module: i) the course documentation ii) any specific module details iii) administrative requirements and procedures iv) any health and safety requirements. 3.5 In relation to the employment, they should also be made aware of the Terms and Conditions of part -time hourly paid academic staff. 4 MANAGEMENT OF PGRS Effective date: July 2011 The Doctoral College Owner: 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 78 4.1 To ensure coherency and consistency', 'guidelines have been compiled by the Doctoral College in consultation with Faculties, Academic Quality (AQ) and Academic Standards & Education Committee (ASEC). It also draws upon similar arrangements in place at other UK HEIs. 3.2 Further information about the employment of PGRs in teaching and demonstrating duties in relation to their programme of research can be found in the CoP. 3.3 PGRs engaged in teaching activities are required to operate in accordance with the relevant University policies and procedures including the appropriate: i) Academic policies and regulations ii) Assessment regulations. 3.4 They should also be referred to the following relating', 'transparent and clarified from the beginning and if appropriate, the Mentor can translate or otherwise ensure the PGR understands completely. 2.4 Postgraduate Research Administrators (PGRAs) are responsible for disseminating information from ALS about the PGR’s disability and impacts. This information will be online via SITS. PGRAs are responsible for informing the relevant examining team about any agreed adjustments and the impacts of a disclosed disability which may include an overview of any anticipated behaviours that could occur during the viva voce examination. ALS staff can be brought into these discussions if required. 2.5 Examiners, faculty panels & independent chairs are', '4-25 Policy, Procedure and Guidelines 12 3 PGR ROLES AND RESPONSIBILITIES 3.1 ROLES AND RESPONSIBILITIES 3.1.1. All PGRs PGRs should be aware of their roles and responsibilities, which are principally to: • accept responsibility for their own research activity • adhere to all BU’s regulations, policies, procedures and guidelines and should refer to those outlined in Section 1.3.1 and in the rest of this CoP. This includes terms and conditions for PGRs on studentships or scholarships • plan their research project, that is achievable within the expected timeframe for completion, maintain timely progress in accordance with the key milestones and', 'PGRs are required to successfully complete the entire Introduction to Education Practice for Postgraduate Researchers course, run centrally by the Centre for Fusion Learning Innovation and Excellence (FLIE). The course provides participants with knowledge of how students learn, assessment issues, planning learning and the role of technology, which should be applied to proposed teaching activities. 6.3 However, PGRs would not be expected to undertake the full PG Cert Education Practice until they have at least submitted or completed their Doctorate. 6.4 In addition, Faculties will be required to provide PGRs with any additional subject specific training required to carry out']","PGRs should be familiar with the following related documents:

1. Course documentation
2. Specific module details
3. Administrative requirements and procedures
4. Health and safety requirements
5. Terms and Conditions of part-time hourly paid academic staff
6. Relevant University academic policies and regulations
7. Assessment regulations
8. Code of Practice for Research Degrees (CoP)","PGRs should be familiar with BU’s Academic Regulations, the Research Data Policy, the Research Ethics Code of Practice, intellectual property policies, and faculty-specific guidelines, as introduced during admissions and induction, though this can be overwhelming for new students.",1.0,0.9897910177252868,0.16666666666666666
What are the expected hours of study for full-time research students?,"['PGRs who fail to record engagement monthly going forward will be reminded that steps may be taken in line with Section 3.10. 3.2 EXPECTED HOURS OF STUDY PGRs are expected to submit their theses and complete within the following timescales: Programme Mode of Study Expected Completion * Submission (months) Minimum** (months) Maximum (months) MRes Full-time 10 12 18 Part-time 20 24 36 MPhil Full-time 18 18 36 Part-time 24 36 72 PhD Full-time 36 24 48 Part-time 72 48 84 DProf Full-time 48 48 60 Part-time 72 48 84 EngD Full-time 48 48 60 EdD Part-time 48 48 84 *Completed', 'Part-time 72 48 84 EngD Full-time 48 48 60 EdD Part-time 48 48 84 *Completed all corrections / amendments to the satisfaction of the examiners and have the awards ratified by the Doctoral College. 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 14 ** For all part -time programmes of research, fees will normally be charged for the minimum completion timescale, irrespective of submission date. To complete within the anticipated timescales, the expected engagement from PGRs is set out below: Expected hours of study per week Attendance at BU Annual Leave Full-time 36* Minimum of', 'Expected hours of study per week Attendance at BU Annual Leave Full-time 36* Minimum of 3 days per week* 6 weeks per year Part-time 12 Minimum of 6 weeks per year *Full-time PGRs should seek permission from their supervisory team to work regularly away from BU. The approval should be copied to the PGRAs. 3.3 ANNUAL LEAVE PGRs are entitled to 6 weeks annual leave per year plus Public Holidays. PGR research activity is not restricted to term / semester time only. It is natural when undertaking research that there are times when the workload will be heavier than at', 'remember the PGRs’ involvement in any aspects of the management or decision -making processes within a faculty relates to their status as Postgraduate research students. They are not to be regarded as part -time members of staff. 8 HOURS OF WORK 8.1 In line with Research Council guidelines, full -time PGRs are limited to working 6 hours per week (including preparation, class contact and marking). 8.2 It is understood that in certain circumstances, a flexible approach, based on the principle of an average of 6 hours per week, may need to be taken. However, any hours of work must be', 'hours per week, may need to be taken. However, any hours of work must be agreed with the supervisory team before being undertaken. The situation must also be closely monitored to ensure it has no adverse effect on the PGR’s research. 8.3 PGRs should also note that some sponsoring bodies may impose a lower limit for paid activities and PGRs will be required to observe the limits imposed by their funders. 8.4 In addition, some PGRs may be subject to student visa requirements before engaging with teaching activities – any queries related to student visa issues should be directed to']",Full-time research students are expected to study 36 hours per week.,"Full-time students are expected to study 36 hours per week and take up to 6 weeks of annual leave, equating to about 2 years and 8 months of active research time, often underestimated due to setbacks like ethics approval or fieldwork delays.",1.0,0.9680258067671224,0.3333333333333333
What is the Research Ethics Code of Practice?,"['Practice . BU requires that all research, as defined in the RECP, is subject to appropriate ethical reflection, leading if necessary to a formal ethics review via the online ethics checklist . Where appropriate, data collection activities should not commence until a favourable opinion has been issued from the appropriate Reviewer (Ethics Champion for low -risk projects or a central Research Ethics Panel for high -risk projects) and your ethics checklist approved online. A favourable opinion provides assurance that if the research is conducted in line with the documents reviewed, it will be deemed ethical. The Online Ethics Checklist is', 'line with the documents reviewed, it will be deemed ethical. The Online Ethics Checklist is managed by Research Development & Support. If planning research overseas you should determine whether a formal ethics review is required in the country you are visiting. Further information can be found on the Research Governance & Integrity website (see General Information ‘other useful documents and external resources’). For PGRs seeking to conduct research with the National Health Service, it is important to ensure that you go through the appropriate ethics review process. Further information can be found on the Research Governance & Integrity website (Clinical', 'review process. Further information can be found on the Research Governance & Integrity website (Clinical Governance). The RECP applies to all staff and students undertaking research at BU and includes details on researcher and Supervisor responsibilities regarding research ethics as well as guidance on informed consent. Additionally, the RECP details the research ethics review process, appeals process and non -compliance/misconduct measures. Failure to conduct research in accordance with the RECP may result in the loss of funding support, withdrawal or failure of degree awards, personal disciplinary or legal action taken against the PGR, supervisors or the University, and actions may', 'should be continually revised and updated as necessary. Practical guidance can be found here: Research Data Management: RDM LibGuide . All PGRs are required to complete the following Ethics e -module(s): •Becoming an Ethical Researcher •Research Ethics in Practice. For details on how to access the e -learning modules, please visit Brightspace. 6.3 RESEARCH INTEGRITY PGRs are required to familiarise themselves with the Concordat to Support Research Integrity . The Concordat provides a framework in which to conduct research and adopting these standards allows others to have trust and confidence in the methods used and in the findings that result', 'Procedure • 8B Research Ethics Code of Practice: Policy & Procedure • 11C Academic Appeals: Policy and Procedure for Research Awards • 11F Student Complaints: Policy and Procedure • Research Awards Appeals Board: Guidance 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 8 • Research Data Policy and Procedures • Publications Policy and Procedures • BU Code of Good Research Practice . The ARPPs are all available on the Student and Staff portals and further information, where relevant, is outlined in this CoP. 1.3.2. Equality and Diversity When PGRs enrol at BU, they become part']","The Research Ethics Code of Practice (RECP) at BU outlines the responsibilities of researchers and supervisors regarding research ethics. It mandates that all research undergo appropriate ethical reflection, which may lead to a formal ethics review through an online ethics checklist. The RECP details the research ethics review process, appeals process, and measures for non-compliance or misconduct. It applies to all staff and students engaged in research and emphasizes the importance of informed consent and adherence to ethical standards to avoid potential disciplinary actions or loss of funding.","The Code requires ethical review of all research activities, with a checklist and panel review for high-risk projects, emphasizing the need for early approval to avoid delays in data collection and viva preparation.",1.0,0.9222635357996708,1.0
How often must supervisors complete development activities?,"['intrinsically linked to a specific project and cannot be removed from the supervisory team. 4.5 SUPERVISORY DEVELOPMENT All supervisors are required to engage in continuing professional development by undertaking supervisory development activities every 3 years. Working closely with the Faculties, the Doctoral College provides a number of supervisory development opportunities which are reviewed regularly to ensure they meet the needs of supervisors and reflect the shifting challenges in the research degree environment. It is mandatory that all those new to research degree supervision engage in the one -day New Supervisor Development session normally prior to joining a supervisory team to:', 'the expected timeframe for completion, maintain timely progress in accordance with the key milestones and keep a systematic record of progress • maintain regular contact (normally at least once per month) with their supervisory team and record supervisory engagement monthly on ProGRess • agree with supervisory team an appropriate schedule of meetings, provide timely presentation of written work and record appropriately all supervisory meetings • take responsibility for research, professional and personal development through attendance at various activities including Induction, Researcher Development Programme, conferences and other development opportunities as appropriate • ensure that they are competent in any relevant research', 'the one -day New Supervisor Development session normally prior to joining a supervisory team to: •provide them with the understanding of relevant internal and external regulatory frameworks •understand the different supervisory styles •develop knowledge of the internal policies and processes required to supervise PGRs at BU. Similarly, it is mandatory for all established supervisors to refresh their knowledge and skills by attending an Established Supervisor Development event (either central or faculty hosted) every 3 years to: •maintain their knowledge and skills in supervising doctoral PGRs at BU •acquire information about any changes to policy (external or internal) or process in', 'academic staff, however, their eligibility to supervise should be discussed with their DD(R) •will engage in supervisory development every 3 years. In appointing supervisory teams, the faculty should be mindful of the diversity, equality, and inclusivity balance of individual teams, where possible, and across the department and faculty as whole. Supervisors are not normally expected to supervise more than 6 full -time PGRs, or equivalent, as the first supervisor. 4.2 SUPERVISORY CONFLICTS OF INTEREST All supervisors, both internal and external, have a duty to make an appropriate declaration where there are personal conflicts of interest with other members of the', 'full -time PhD students ( Bold - formal monitoring points): •Year 1: Supervisory meetings and engagements in addition to the Probationary Review and the Annual Review •Year 2: Supervisory meetings and engagements in addition to the Major Review and the Annual Review •Year 3: Supervisory meetings and engagements in addition to the Annual Review and Thesis Submission •Year 4: Supervisory meetings and engagements in addition to the Viva Voce Examination and required changes to thesis post examination, if applicable, and the Annual Review if required. PGRs who fail to record engagement monthly going forward will be reminded that steps may']",Supervisors are required to engage in continuing professional development by undertaking supervisory development activities every 3 years.,"Supervisors must complete professional development every 3 years to stay updated with policies and best practices, though engagement varies, with online lunch bite sessions available to accommodate busy schedules.",1.0,0.9317780420333875,0.5
What are the steps in the viva voce examination?,"['VIVA VOCE EXAMINATION Guidelines for the conduct of online viva voce examination 1 Introduction 1.1 The Doctoral College recommends the use of Zoom or MS Teams for online viva voce examinations. In exceptional circumstances an alternative online platform may be necessary. 2 Arrangements for Examination by Video Conferencing 2.1 Equipment • When arranging the online examination, the quality of the equipment used and link between all locations should be taken into account, especially where links are to overseas institutions. • The testing of the online link should take place in advance of the scheduled time of the viva voce examination.', 'The viva voce examination will normally be held online, in line with the guidelines, with the following persons present: •PGR •Independent chair •External examiner(s) •Internal examiner •Supervisor(s) may also attend. The faculty may give approval for the examination to take place in person. Under normal circumstances the viva voce examination will not be recorded. The PGR will be required to withdraw from the proceedings in the company of their supervisor(s) (if present), whilst the outcome is deliberated. On return, the PGR will be informed verbally by the independent chair, or examiners, of the examiners’ recommendations for the outcome of the', 'preliminary assessment • the defence by oral examination – the viva voce examination . 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 65 as outlined below: 12.3.2. Pre-Viva Voce Examination Prior to the viva voce examination, each examiner should read the thesis independently examine the PGR’s work in detail and submit a separate Examiner’s Preliminary Report to ensure there is documented evidence the thesis has been independently examined. The examiners should not consult each other in the preparation of their reports. In completing the Preliminary Report, each examiner must: • consider whether the thesis provisionally', 'examination. On the day of the examination, the examiners will be provided with an opportunity to discuss their preliminary reports prior to the viva voce examination. 12.3.3. Viva Voce Examination PGRs should be aware the viva voce examination will normally take place within a reasonable timescale after submission of the thesis; however, this will normally take place within 3 months of submission. The length of the viva voce examination is at the discretion of the examiners but will normally take between 2 and 3 hours. The viva voce examination will normally be held online, in line with the guidelines, with', 'by the independent chair to clarify a particular point for the PGR during the viva voce examination • must withdraw from the examination prior to the deliberations of the examiners on the outcome. If the supervisory team is not in attendance at the viva voce examination, they should be contactable during the examination so the examiners may seek clarification on any specific issue. 12.3 EXAMINATION OF THE THESIS 12.3.1. The Examination Procedure The examination of a research degree thesis has two key stages: • the preliminary assessment • the defence by oral examination – the viva voce examination . 8A']","The steps in the viva voce examination are as follows:

1. **Pre-Viva Voce Preparation**:
   - Each examiner reads the thesis independently.
   - Examiners submit a separate Examiner’s Preliminary Report without consulting each other.
   
2. **Discussion Before the Examination**:
   - On the day of the examination, examiners discuss their preliminary reports prior to the viva.

3. **Conduct of the Viva Voce Examination**:
   - The examination is held online (or in person if approved).
   - The PGR, independent chair, external examiner(s), internal examiner, and potentially supervisors are present.
   - The viva typically lasts between 2 and 3 hours.

4. **Deliberation**:
   - The PGR withdraws while the examiners deliberate on the outcome.

5. **Communication of Outcome**:
   - The PGR returns and is informed verbally of the examiners’ recommendations by the independent chair or examiners.","The viva voce includes a pre-exam report by examiners, an oral defense where the PGR presents and defends their research, and a post-exam deliberation by the examiners and independent chair to decide outcomes like passing, corrections, or resubmission, with scheduling challenges possible during peak academic periods.",0.5714285714285714,0.9931224447701951,0.5
What is the Probationary Review and when does it occur?,"['Probationary Review document on ProGRess by 3 months (full -time study) after enrolment or 6 months (part -time study). PGRs who are unlikely to meet the deadline must formally request an extension, in writing, to the DD(R) (or Departmental PGR Lead, as appropriate) via the PGRA prior to this deadline. The key aspects and timings of the Probationary Review are as follows: Aspect Details Submission date Up to 3 months (FT) post -enrolment Up to 6 months (PT) post -enrolment Assessment Discussion with faculty panel Word limit 2000 words The process is as follows: *Even if the Ethics Checklist is', '................................ ................................ ......... 39 10.4 PROBATIONARY REVIEW ................................ ................................ ................................ ................................ ...................... 39 10.4.1. Background ................................ ................................ ................................ ................................ ................................ ........... 39 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 5 10.4.2. Probationary Review Process ................................ ................................ ................................ ................................ .......... 40 10.5 ANNUAL REVIEW ................................ ................................ ................................ ................................ ................................ ..... 41 10.6 MAJOR REVIEW ................................ ................................ ................................ ................................ ................................ ........ 42 10.6.1. Introduction ................................ ................................ ................................ ................................ ................................ .......... 42 10.6.2. Briefing Paper ................................ ................................ ................................ ................................ ................................ ...... 43 10.6.3. Appointment of the Major Review Panel ................................ ................................ ................................ ..................... 44 10.6.4. Presentation and', 'one of the following: •Progression •Probationary period extended, normally by 1 month with or without reassessment by a faculty panel •Transfer to MRes •Withdrawal. Where the panel members are not in agreement about the outcome of the Probationary Review, the panel members should provide separate reports and recommendations to the faculty. In such cases, where the panel members’ recommendations are not unanimous, the faculty may require the appointment of an additional independent panel member, who is appointed by the DD(R) or equivalent. The additional panel member will assess the Probationary Review document and prepare an independent report. This additional panel', 'member will assess the Probationary Review document and prepare an independent report. This additional panel member should not be informed of the recommendations of the other panel members. On receipt of the report from the additional examiner, the faculty will complete the Probationary Review process. Where the probationary period is extended, the PGR will be required to amend the written submission in line with the faculty panel’s recommendations and resubmit normally within 1 month. In the exceptional circumstance that the faculty panel considers that the PGR has still not met the required standard, the PGR will either be transferred to', 'this with the PGR within a further 5 working days. The outcome of the Probationary Review will pass to FRDC for consideration, and if appropriate ratification, and reported to the PGR, and, via minutes, to the university’s RDC. 10.5 ANNUAL REVIEW All PGRs are required to complete their Annual Review on ProGRess no later than 1 June each year. This includes all full -time and part -time PGRs on every research degree programme, including members of staff, regardless of whether they have recently passed a progression milestone or submitted their thesis. This is vital to assure appropriate engagement and progress']","The Probationary Review is an assessment process for Postgraduate Researchers (PGRs) to evaluate their progress. It occurs up to 3 months after enrolment for full-time students and up to 6 months for part-time students. During this review, PGRs submit a document (limited to 2000 words) and participate in a discussion with a faculty panel to determine their progression or any necessary actions, such as extension or transfer.","The Probationary Review occurs within the first 3 months (full-time), assessing early progress, research potential, and providing feedback from academics to prepare for future examinations like the viva.",1.0,0.909353361448391,0.0
How is practice-led research assessed?,"['answer the research questions. Contributions of practice -led research may include: • the realisation of new design solutions • aesthetic development • new subject specific methods or techniques • generic methodological innovation • new understanding of practice -led processes • new models of practice • new theoretical development • new critical positioning of praxis • new knowledge that could only have been created through practice. 10.10.3. Mode of Learning The following practice -led research degrees are awarded to PGRs who successfully complete the following approved programmes of supervised research, on a full or part -time basis, at BU: “Practice -Led”', 'of their practice, but this research is very often focussed on realising a specific practical goal without communicating the findings of the research to others. In some areas of traditional research, the aim is similarly to meet a specific practical objective. The distinctive nature of practice -led research is however that the researcher’s practice is fundamental to the journey of investigation with the aim of rendering significant aspects of the practice process communicable to add to humanity’s shared knowledge and understanding. The practice -led research degree must: • define a series of research questions or problems that will be addressed', 'parity of standards. 10.10.2. Principles of Practice -Led Research Practice -led research is defined by the process undertaken and not by the form of the finished element. The goal of all research is to add to the store of knowledge and understanding. Practice -led research is a proven method of inquiry in which the contribution to knowledge and understanding is embedded in practice. There is a fundamental difference between “practice” and “practice undertaken as part of a research programme”. Most practitioners undertake research as part of their practice, but this research is very often focussed on realising a specific practical', 'methods appropriate to the chosen field, has presented and defended a practical element and accompanying exegesis, by viva voce examination, to the satisfaction of the examiners. The fundamental principle of a practice -led research degree is the same as that of other research degrees and so a PGR for a practice -led research degree must also follow this CoP. However, the nature of the practice -led research may require flexibility in the approach to monitoring, progression and examination. The academic standards required at each level are stated in the National Qualification Descriptors for Master’s (M) Level and Doctoral (D) Level', 'achieved the intentions of the research programme and in doing so has made a substantial original contribution to the discipline. In the case of the practice -led research degree, the new knowledge is represented or embodied within the practical work and its accompanying exegesis. The assessment will include independent examination of the “thesis” followed by a viva voce examination. The requirement for comparability of standards presents different challenges to the examiners and in the case of the practice -led research degree the examiners’ main tasks are to ensure that the work has the following attributes: • it represents the PGR’s']","Practice-led research is assessed through independent examination of the practical work and its accompanying exegesis, followed by a viva voce examination. The examiners evaluate whether the research has achieved its intended outcomes and made a substantial original contribution to the discipline, while also ensuring the work meets the required academic standards.","Assessment involves evaluating practical outputs (e.g., performances, designs) alongside a critical exegesis that reflects the theoretical context and demonstrates the research’s contribution to knowledge.",1.0,0.9999999999999996,1.0
What is the timeline for an EngD or DProf degree?,"['10.3 PHD TIMELINE The key stages and expected timeline for a traditional PhD research degree are outlined below: Probationary Review (+ 3 months FT/ 6 months PT) Section 10.4 Major Review (+14 months FT/28 months PT) Section 10.6 Annual Review / Re -Enrolment (May/June annually) Section 7.5 Intention to Submit Thesis (~3 months before Submission) Section 12.1.1 Re-submission Section 12.4.3 Thesis Submission ( +36 months FT / 72 months PT) Section 12.1.3 Viva Voce Examination (asap after Thesis Submission) Section 12.3 Corrections / Amendments Section 12.4.2 Ratification of Award Section 12.8 Final thesis submitted to Library Section 12.7 Conferment &', '(Section 10.3), are set out below: Milestone Expected CAD Timeline Refer to: Enrolment & Induction Day 1 Section 7.0 Probationary Review 3 months FT Section 10.4 Annual Review May annually Section 10.5 Major Review 18 months FT Section 10.6 Intention to Submit 3 months prior to submission Section 12.2.1 Thesis Submission 48 months FT Section 12.2.3 Viva Voce Examination Asap after thesis submission Section 12.6 Completion 60 months FT Section 12.10 & 12.11 Clinical Academic Doctorate students will be provided with a personalised timeline by their PGRA. 11.4.4. Specific Contractual agreements for Clinical Academic Doctorates In addition to the Student', 'of Professional Practice Digital Media (DProf) are collaborative programmes enabling industry -focused research and development work to take place in an industrial context. The programme embeds a PGR within a company to work on research problems of immediate industry relevance under real -world constraints. The programme operates across animation, VFX, games, simulation and other UK industry sectors including manufacturing and healthcare that utilise digital visualisation technologies. Please note that the EngD Digital Media and DProf Digital Media programmes are closed to new entrants. These doctorates are outputs of the Centre for Digital Entertainment (CDE), which sits within the Faculty of', 'students engaged in creative research. Both routes comprise the production of a portfolio thesis defended by viva voce examination. 11.3.2. Related Documents Those registered on the EngD and DProf must also refer to the BU EngD and DProf in Digital Media Programme Specification for detailed information on all aspects of these research degrees. A summary of the programme specification is available in the BU CDE handbook . 11.4 CLINICAL ACADEMIC DOCTORATES (CAD) 11.4.1. Background The Clinical Academic Doctorate sits within the Faculty of Health and Social Sciences (FHSS). It is a unique four-year, full -time PhD, designed to allow healthcare', 'subject to the satisfactory submission of a transition assignment, or evidence of other prior learning as agreed by the Programme Lead. See the Doctor of Education Creative and Media (EdD) Specification and Handbook. 11.2.3. Other Related Documents Those registered on the EdD should also refer to the Doctor of Education Creative and Media Specification and Handbook for additional information. 11.3 DOCTOR OF ENGINEERING DIGITAL MEDIA (ENGD) AND DOCTOR OF PROFESSIONAL PRACTICE DIGITAL MEDIA (DPROF) 11.3.1. Background The Doctor of Engineering Digital Media (EngD) and Doctor of Professional Practice Digital Media (DProf) are collaborative programmes enabling industry -focused research and development']","The EngD Digital Media and DProf Digital Media programmes are currently closed to new entrants, and specific timelines for these degrees are not provided in the context. For detailed information regarding timelines and other aspects, registered students should refer to the BU EngD and DProf in Digital Media Programme Specification and the BU CDE handbook.","EngD and DProf degrees typically take 4 years full-time, involving industry-focused research in collaboration with professional sponsors to integrate academic and practical outcomes.",0.75,0.0,0.0
What are the requirements for submitting research data?,"[""and also whether any copyright restrictions apply. These should be submitted directly to your Faculty Library Team, who will inform the Doctoral College that the submission is complete, and the award can be confirmed. They will also be able to advise on the requirements for storage of research data. For submission of an integrated thesis please see the library's guidance here. 12.7.2. Research Data Submission The Research Data Policy (see section 6.6) requires PGRs to deposit research data relating to their thesis in BORDaR (BU’s research data repository), along with good accompanying documentation. This should be submitted to BORDaR once"", 'research data repository), along with good accompanying documentation. This should be submitted to BORDaR once your thesis is ready to be submitted to your Faculty Library Team (see Section 12.7.1). The completed Deposit of and Access to a Thesis form must specify whether access to the research data should be restricted for a limited two -year period. 12.7.3. Electronic Storage of Final Thesis and Research Data The electronic version of the thesis should be submitted via the BU Transfer Service, with the PGR name clearly included. It should include: •a PDF version (for uploading to the BURO and EThOS) •any', 'Policy and Procedure for Research Awards . 12.7 SUBMISSION OF FINAL THESIS AND RESEARCH DATA 12.7.1. Final Thesis Submission As stated in Section 12.4.2, no award will be confirmed until the following have been submitted to the University, which should take place within one month of examiner approval of corrections: •one electronic copy, which will be submitted to the institutional repository, BURO and the British Library theses service, EThOS. Please note that any third -party material included within a thesis will be checked against copyright regulations before the thesis can be made available digitally. The relevant Faculty Library Team are']","The requirements for submitting research data include depositing the data related to the thesis in BORDaR (BU’s research data repository) along with good accompanying documentation. This submission should occur once the thesis is ready to be submitted to the Faculty Library Team. Additionally, the completed Deposit of and Access to a Thesis form must specify whether access to the research data should be restricted for a limited two-year period.","PGRs must submit research data to BORDaR with detailed documentation as part of their final submission, with support available from faculty data champions during the research process.",1.0,0.9549386582172975,0.5
Under what circumstances does the University require PGRs to assign IP rights?,"['a Studentship, the PGR student is required to assign the intellectual property rights generated by them in connection with the research project to the University. This also enables the University to provide the Sponsor with the necessary licences for the Sponsor to use intellectual property rights generated during the research project. The University is responsible for drawing up and completing this Assignment with the PGR student. • 4. A contract between the Sponsor and the PGR student o This contract sets out the terms and conditions upon which the clinical placement associated with the Studentship is made available to the', 'and any faculty -specific requirements with their supervisory team. Details of support for students can be found on the Health and Wellbeing webpages. 6.10 INTELLECTUAL PROPERTY The Intellectual Property note for students states that: Like all Universities, BU has an Intellectual Property Policy which sets out who owns what. This confirms that PGRs will normally own the IP they create during their studies or research. However, there will be some circumstances where this is not the case such as if you are collaborating on a project with an external partner or the project is being funded by a third party.', '202 4-25 Policy, Procedure and Guidelines 27 BU does not automatically take ownership of intellectual property that PGRs create as part of their research. However, in some circumstances, BU will need PGRs to transfer intellectual property to BU or a third party. This will sometimes be necessary before PGRs can participate in a specific project, for example if a third party is funding research or other work. Further information is provided in the Intellectual Property Policy . 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 28 7 GETTING STARTED & ENROLMENT 7.1 REGISTRATION PGRs must', 'required to sign an IP Assignment Agreement , which can be found at Schedule 1 of the Terms and Conditions. Prior to enrolment, PGRs must sign and return copies of the Terms and Conditions and the IP Assignment Agreement to the Admissions PGRAs in the Doctoral College when they accept a place at BU. 3.6 SICK LEAVE PGRs (including members of BU Staff enrolled on a research degree) who are prevented from carrying out their research by illness should inform their PGRA by email as soon as possible. 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and', 'project with an external partner or the project is being funded by a third party. Other examples include if you are working in a University supported commercialisation programme or your ideas have been created in collaboration with a member of staff. In these cases, BU may require you to assign the IP you generate to BU. The University will normally collaborate with you and agree to share any benefits deriving from any exploitation of the IP with you. 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 27 BU does not automatically take ownership of intellectual']","The University requires PGRs to assign intellectual property (IP) rights in circumstances where they are collaborating on a project with an external partner, the project is funded by a third party, they are participating in a University-supported commercialization program, or their ideas have been created in collaboration with a staff member.","IP is assigned to BU for collaborative projects or when external funding is involved, with terms agreed upon during admissions through signed T&Cs and IP documents, overseen by the DC Admissions Team.",1.0,0.9743561674985264,0.6666666666666666
